Geneid,ABA_total_RNA_seq_Rep1,ABA_total_RNA_seq_Rep2,CK_total_RNA_seq_Rep1,CK_total_RNA_seq_Rep2,CS_Leaf_total_RNA_seq_Rep1,CS_Leaf_total_RNA_seq_Rep2,CS_Spikelet_Feekes10_total_RNA_seq_Rep1,CS_Spikelet_Feekes10_total_RNA_seq_Rep2,MeJA_total_RNA_seq_Rep1,MeJA_total_RNA_seq_Rep2,SA_total_RNA_seq_Rep1,SA_total_RNA_seq_Rep2
TraesCS4A03G1212000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A03G1212600,0,0,0,0,0,0,1,0,0,0,0,1
TraesCS4A03G1225400,1,0,1,0,2,4,43,73,1,2,1,6
TraesCS4A03G1225500,0,0,1,0,0,0,2,2,0,0,1,0
TraesCS4A03G1225600,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS4A03G1226900,0,2,1,0,0,0,3,3,1,3,1,2
TraesCS4A03G1227000,4,18,7,13,12,4,32,40,6,63,2,60
TraesCS4A03G1227100,0,0,5,0,0,0,17,19,0,1,0,3
TraesCS4A03G1227200,3,12,0,1,1,0,12,32,2,18,5,14
TraesCS4A03G1227400,0,1,0,1,0,0,1,0,1,0,0,0
TraesCS4A03G1227900,17,17,24,34,6,0,0,0,5,30,4,43
TraesCS4A03G1228400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS4A03G1228700,0,0,0,0,0,0,9,1,0,0,0,0
TraesCS4A03G1228900,4,8,0,0,0,0,15,55,2,8,2,23
TraesCS4A03G1229000,0,0,0,0,0,0,1,3,0,0,0,4
TraesCS4A03G1229100,0,0,1,0,0,0,5,2,0,0,0,0
TraesCS4A03G1229600,7,19,14,0,0,0,18,0,19,3,20,75
TraesCS4A03G1230100,2,8,7,1,2,2,4,1,4,10,5,8
TraesCS4A03G1230600,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS4A03G1231400,0,0,0,0,0,0,0,0,0,0,0,10
TraesCS4A03G1232200,59,164,203,168,121,128,2,0,23,193,55,129
TraesCS4A03G1232700,0,0,0,0,0,0,1,1,0,0,0,1
TraesCS4A03G1232800,0,0,1,0,0,4,6,0,0,0,1,0
TraesCS4A03G1233200,0,0,0,0,0,0,25,51,0,3,0,11
TraesCS4A03G1233700,3,4,4,1,0,0,2,7,2,1,9,6
TraesCS4A03G1233900,1,0,5,3,1,3,10,12,2,13,7,15
TraesCS4A03G1234000,0,0,0,0,0,0,1,1,0,0,1,3
TraesCS4A03G1234700,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS4A03G1234800,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS4A03G1236800,26,63,111,31,116,67,2,12,20,55,55,67
TraesCS4A03G1239300,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A03G1239900,16,55,11,4,56,26,401,459,6,15,13,129
TraesCS4A03G1240200,3,0,3,0,37,118,459,728,9,0,6,15
TraesCS4A03G1241100,0,0,0,0,0,0,0,1,0,0,0,5
TraesCS4A03G1241300,0,0,5,1,0,4,6,1,2,0,4,0
TraesCS4A03G1242400,0,0,0,1,2,0,1,0,0,0,1,4
TraesCS4A03G1242800,11,4,2,0,0,0,15,30,8,10,5,36
TraesCS4A03G1243000,3,0,0,0,0,0,7,7,4,0,2,1
TraesCS4A03G1247500,15,36,28,5,3,6,16,21,20,40,30,37
TraesCS4A03G1247600,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS4A03G1248700,0,0,3,0,1,2,1,0,2,0,5,0
TraesCS4A03G1249700,0,0,0,0,0,0,8,5,1,0,4,0
TraesCS4A03G1252600,328,215,564,83,55,284,162,282,374,375,475,584
TraesCS4B03G0008500,0,0,0,0,0,0,11,0,0,0,0,0
TraesCS4B03G0008700,2,1,0,0,0,0,9,4,1,0,1,31
TraesCS4B03G0010100,0,0,0,0,0,0,1,2,0,0,0,0
TraesCS4B03G0010200,18,1,3,0,0,5,105,197,13,0,6,32
TraesCS4B03G0012100,22,26,42,7,4,9,10,22,15,13,25,22
TraesCS4B03G0012400,3,0,6,0,1,2,84,78,6,29,1,31
TraesCS4B03G0012500,2,0,6,0,5,12,81,95,15,27,9,69
TraesCS4B03G0017700,73,89,95,40,56,158,204,344,77,70,89,150
TraesCS4B03G0026600,155,123,245,28,22,122,9,21,205,183,291,100
TraesCS4B03G0209000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4B03G0209600,270,475,261,388,467,525,512,831,172,660,296,1492
TraesCS4B03G0211500,213,232,629,101,62,208,211,379,278,287,446,456
TraesCS4B03G0212800,112,137,135,35,81,209,111,192,81,93,182,173
TraesCS4B03G0212900,187,247,394,91,262,1244,460,796,269,322,368,494
TraesCS4B03G0258100,97,55,111,46,31,52,6,21,72,87,136,100
TraesCS4B03G0606400,98,13,113,76,33,26,315,740,39,50,123,332
TraesCS4B03G0729800,17,11,92,6,3,15,105,340,45,10,74,31
TraesCS4B03G0816400,285,304,348,105,235,420,275,413,263,338,353,464
TraesCS4B03G0826600,0,0,14,0,0,0,23,25,3,3,3,6
TraesCS4B03G0885200,139,71,211,21,30,56,69,87,142,128,173,104
TraesCS4B03G0891100,34,34,81,6,7,11,94,179,211,13,64,59
TraesCS4B03G0900300,0,0,0,0,9,11,2,0,0,0,3,1
TraesCS4B03G0936200,1,1,9,3,0,0,7,19,2,9,5,28
TraesCS4B03G0942800,5,0,8,1,1,14,7,24,3,8,8,15
TraesCS4B03G0955000,125,73,157,16,12,11,66,119,172,76,235,165
TraesCS4B03G0958900,27,22,79,29,21,47,101,191,36,22,62,91
TraesCS4B03G0959000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4B03G0976300,31,15,27,10,20,99,258,432,17,24,26,174
TraesCS4D03G0003500,49,65,68,8,1,11,103,129,42,81,79,121
TraesCS4D03G0006500,67,31,80,18,37,80,625,1217,40,52,68,397
TraesCS4D03G0006600,22,50,7,3,4,1,2,1,5,70,10,131
TraesCS4D03G0006900,0,20,0,8,0,0,4,2,2,28,0,51
TraesCS4D03G0010300,106,139,185,36,51,108,162,291,90,173,164,212
TraesCS4D03G0173600,189,405,197,185,160,317,260,917,74,469,213,772
TraesCS4D03G0174600,126,142,351,42,51,75,137,240,169,107,291,201
TraesCS4D03G0175000,103,113,193,68,150,528,215,257,110,84,186,203
TraesCS4D03G0175200,127,143,366,69,116,627,220,371,193,146,292,281
TraesCS4D03G0204300,31,18,165,3,12,3,92,132,135,17,134,58
TraesCS4D03G0220700,91,35,90,26,40,28,4,5,76,33,100,80
TraesCS4D03G0237300,6,12,3,0,5,2,3,12,2,11,2,16
TraesCS4D03G0270400,331,323,547,70,60,164,361,666,262,126,324,387
TraesCS4D03G0537600,43,3,29,36,11,4,471,1089,11,2,65,346
TraesCS4D03G0648300,6,9,12,4,7,0,151,437,6,9,10,55
TraesCS4D03G0737300,0,0,11,1,2,0,23,21,7,8,7,17
TraesCS4D03G0799700,0,0,2,0,0,1,11,11,2,0,0,1
TraesCS4D03G0812400,0,0,1,0,1,0,0,0,0,0,0,0
TraesCS4D03G0819900,4,16,9,4,4,0,53,124,3,12,14,52
TraesCS4D03G0827200,0,0,0,0,0,0,6,13,0,0,1,8
TraesCS4D03G0838500,2,0,5,0,0,0,3,2,2,0,8,0
TraesCS4D03G0840200,0,2,3,2,0,0,10,6,0,1,2,6
TraesCS4D03G0840300,0,0,0,0,0,0,1,0,0,0,0,7
TraesCS5A03G0053100,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5A03G0056600,20,7,9,3,1,15,1,0,4,2,12,9
TraesCS5A03G0059700,114,145,274,66,100,214,216,369,126,186,205,318
TraesCS5A03G0072000,44,19,110,1,3,38,3,11,70,21,99,20
TraesCS5A03G0092800,198,172,600,110,126,158,0,3,341,233,565,238
TraesCS5A03G0094400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5A03G0173800,5,6,18,2,2,0,48,130,3,10,16,20
TraesCS5A03G0174200,0,0,1,0,0,0,55,102,1,0,0,25
TraesCS5A03G0177300,1825,4255,4434,689,858,2282,296,751,2967,4475,4836,3568
TraesCS5A03G0185800,0,0,0,0,0,0,2,0,0,2,1,1
TraesCS5A03G0187000,22,12,20,6,24,34,26,40,18,15,24,42
TraesCS5A03G0219900,45,33,86,17,35,30,89,125,49,26,61,69
TraesCS5A03G0221400,68,63,95,27,25,60,49,100,47,59,62,62
TraesCS5A03G0221800,36,58,74,17,19,75,27,84,32,41,53,69
TraesCS5A03G0479900,35,61,68,39,70,54,16,31,44,95,59,111
TraesCS5A03G0480100,54,122,463,38,11,99,11,14,225,81,211,110
TraesCS5A03G0487400,86,136,229,71,102,225,166,255,108,150,236,359
TraesCS5A03G0487700,157,231,478,102,108,247,242,514,200,156,377,400
TraesCS5A03G0504400,4,0,14,1,1,0,29,56,8,0,13,7
TraesCS5A03G0587000,3,3,7,10,12,1,12,15,3,5,3,24
TraesCS5A03G0643100,23,7,90,1,6,23,57,112,38,4,24,16
TraesCS5A03G0649800,8,17,3,0,7,0,17,15,1,16,5,3
TraesCS5A03G0650100,14,37,18,14,13,36,6,8,11,52,9,67
TraesCS5A03G0670200,7,9,15,7,9,12,4,1,5,10,8,18
TraesCS5A03G0671700,0,2,1,1,0,0,7,13,1,3,0,10
TraesCS5A03G0672000,3,4,30,2,4,26,8,17,11,5,17,24
TraesCS5A03G0713600,79,60,116,20,46,165,91,139,59,129,84,134
TraesCS5A03G0716000,81,73,194,97,235,439,2,2,150,211,198,253
TraesCS5A03G0722200,129,127,229,51,109,50,19,19,128,195,190,175
TraesCS5A03G0722400,185,281,361,105,173,325,235,353,195,204,328,421
TraesCS5A03G0741000,58,8,311,373,909,896,152,137,137,327,136,1097
TraesCS5A03G0741400,0,0,3,2,0,0,1,4,1,1,4,0
TraesCS5A03G0744000,22,24,19,15,14,10,15,9,14,12,24,27
TraesCS5A03G0790400,2,7,11,2,2,23,181,400,4,6,8,60
TraesCS5A03G0790500,23,16,84,12,7,42,60,81,35,41,56,64
TraesCS5A03G0826200,494,335,458,110,136,246,338,624,335,341,542,513
TraesCS5A03G0826500,164,107,305,96,194,325,732,1213,150,247,346,533
TraesCS5A03G0826700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5A03G0826800,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS5A03G0911600,68,114,423,89,48,118,115,116,209,86,252,226
TraesCS5A03G0945000,61,48,186,25,33,115,87,150,87,72,114,117
TraesCS5A03G0969600,23,27,141,37,2,40,6,10,92,43,68,34
TraesCS5A03G0972100,20,11,51,3,14,41,30,37,18,16,37,34
TraesCS5A03G0979300,261,415,268,318,361,172,314,424,166,589,292,831
TraesCS5A03G1039300,8,11,19,1,0,9,11,6,6,11,23,6
TraesCS5A03G1053600,1,0,0,0,0,0,1,0,1,0,0,0
TraesCS5A03G1126600,27,20,43,6,23,48,149,260,24,31,49,108
TraesCS5A03G1131400,14,30,22,3,18,67,78,87,8,32,26,40
TraesCS5A03G1131600,253,345,386,219,188,374,143,283,204,304,353,496
TraesCS5A03G1131800,0,5,5,3,10,18,1,0,0,1,3,4
TraesCS5A03G1157200,0,0,0,0,0,0,9,0,0,0,0,0
TraesCS5A03G1214000,3,0,24,3,0,11,0,0,3,0,2,5
TraesCS5A03G1229100,0,0,1,1,0,0,0,0,0,0,2,0
TraesCS5A03G1245400,6,11,15,6,5,11,13,55,13,5,17,15
TraesCS5B03G0013400,0,4,1,0,0,0,1,0,0,0,0,0
TraesCS5B03G0030200,154,175,218,20,20,176,1,0,159,91,229,42
TraesCS5B03G0045900,0,1,2,0,1,6,3,3,2,5,2,1
TraesCS5B03G0048600,0,0,0,0,3,0,23,18,1,3,1,3
TraesCS5B03G0048700,0,0,1,1,2,3,62,34,3,0,8,8
TraesCS5B03G0055400,0,0,0,0,0,0,2,2,0,0,0,0
TraesCS5B03G0057900,125,152,498,117,161,257,160,222,275,151,431,281
TraesCS5B03G0058100,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS5B03G0062200,6,5,14,1,7,12,45,105,4,12,9,48
TraesCS5B03G0065400,0,0,0,0,0,0,3,1,0,0,0,0
TraesCS5B03G0078200,125,158,289,78,106,210,107,227,142,145,267,226
TraesCS5B03G0082100,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS5B03G0082200,0,1,0,0,0,0,1,2,0,0,0,0
TraesCS5B03G0087600,0,5,1,6,3,4,1,0,1,15,2,11
TraesCS5B03G0087800,13,36,44,32,36,34,5,1,17,39,34,54
TraesCS5B03G0096300,38,46,126,31,40,27,1,0,77,35,109,56
TraesCS5B03G0096400,138,129,373,68,62,88,3,1,215,177,289,131
TraesCS5B03G0100700,0,0,0,0,0,0,6,1,0,0,0,0
TraesCS5B03G0146900,0,0,0,0,0,0,0,0,0,0,0,1
TraesCS5B03G0147600,442,550,777,228,492,1036,475,834,418,450,703,1095
TraesCS5B03G0188100,1165,2561,3487,732,973,2064,185,614,2560,3767,3855,2523
TraesCS5B03G0197900,130,102,127,40,137,291,142,244,92,96,116,256
TraesCS5B03G0235300,49,30,84,12,18,50,68,86,39,22,52,36
TraesCS5B03G0236000,2,4,3,0,0,0,1,1,2,0,0,0
TraesCS5B03G0478200,6,3,16,0,2,30,7,4,8,1,18,1
TraesCS5B03G0478500,52,121,167,37,63,122,25,58,96,108,126,190
TraesCS5B03G0487000,204,279,438,73,122,217,186,360,242,219,380,504
TraesCS5B03G0487100,76,110,304,94,98,275,180,489,122,208,274,386
TraesCS5B03G0602300,52,48,43,4,51,47,383,783,40,49,44,116
TraesCS5B03G0602500,17,12,22,4,9,25,27,73,13,23,21,48
TraesCS5B03G0621000,215,188,401,80,152,228,128,248,235,192,328,338
TraesCS5B03G0667800,4,0,3,0,0,0,59,174,2,7,4,26
TraesCS5B03G0674800,27,57,40,28,19,27,14,23,15,73,25,94
TraesCS5B03G0709600,13,20,13,2,2,26,12,14,9,17,27,24
TraesCS5B03G0753300,0,2,9,2,0,0,5,8,26,1,12,5
TraesCS5B03G0754900,20,45,27,23,67,307,68,158,15,27,25,100
TraesCS5B03G0759600,7,18,38,16,9,40,21,11,26,19,34,56
TraesCS5B03G0759900,78,143,212,64,63,148,212,349,120,151,186,226
TraesCS5B03G0771900,50,68,147,39,33,56,2,7,96,135,141,168
TraesCS5B03G0777800,23,5,79,67,29,15,29,29,129,72,76,156
TraesCS5B03G0780900,42,9,169,13,9,2,7,22,149,31,137,34
TraesCS5B03G0823100,0,3,0,0,4,0,174,393,0,1,4,57
TraesCS5B03G0823400,9,5,5,4,1,10,8,4,7,14,13,11
TraesCS5B03G0823600,0,0,5,1,2,6,3,5,0,2,0,1
TraesCS5B03G0823700,49,55,118,42,56,79,342,819,50,88,89,219
TraesCS5B03G0853800,1,4,1,1,0,0,0,0,1,0,3,7
TraesCS5B03G0863800,187,173,426,114,65,144,118,258,224,174,331,329
TraesCS5B03G0864100,164,144,405,74,98,210,47,63,187,167,368,250
TraesCS5B03G0864200,110,149,346,72,67,144,189,328,203,207,265,289
TraesCS5B03G0864400,153,151,354,109,73,255,180,387,196,186,305,313
TraesCS5B03G0891300,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5B03G0904500,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS5B03G0961400,43,73,331,79,36,76,63,83,251,85,238,179
TraesCS5B03G0994300,46,7,57,9,28,14,5,18,29,19,68,38
TraesCS5B03G0994500,0,3,54,4,3,2,21,18,17,2,12,9
TraesCS5B03G1027600,65,119,92,130,228,91,99,153,35,308,75,336
TraesCS5B03G1028900,274,463,493,456,604,685,1,0,129,681,248,736
TraesCS5B03G1029100,76,368,46,317,784,1522,2,0,7,199,36,342
TraesCS5B03G1037400,173,278,569,103,106,319,247,524,276,254,499,422
TraesCS5B03G1041900,303,388,526,151,126,397,645,1319,328,315,497,861
TraesCS5B03G1042500,66,107,204,60,35,124,162,385,124,106,145,216
TraesCS5B03G1091600,29,27,228,39,7,41,3,15,132,98,252,153
TraesCS5B03G1106200,44,46,93,40,49,29,0,3,57,39,58,62
TraesCS5B03G1157200,290,511,692,276,277,569,952,1498,321,429,589,1158
TraesCS5B03G1193400,15,15,26,0,5,7,100,165,12,3,24,15
TraesCS5B03G1193500,342,324,482,127,165,307,399,528,237,386,469,748
TraesCS5B03G1200800,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS5B03G1201100,39,24,95,10,16,77,362,736,50,42,71,316
TraesCS5B03G1201300,282,379,467,128,156,276,162,248,280,291,510,506
TraesCS5B03G1201600,671,830,1370,361,444,423,172,333,732,729,1352,1041
TraesCS5B03G1204500,40,4,55,8,28,124,1019,1813,28,39,77,249
TraesCS5B03G1211300,0,0,0,0,0,0,0,0,0,2,0,0
TraesCS5B03G1232900,147,151,219,96,51,136,27,52,133,138,311,264
TraesCS5B03G1266800,759,1149,1381,326,401,1137,683,1685,730,1095,1316,1465
TraesCS5B03G1267000,172,364,357,178,98,353,204,380,220,242,383,662
TraesCS5B03G1298700,137,357,138,172,564,666,3,2,45,560,78,437
TraesCS5B03G1299600,487,218,663,57,155,571,50,130,407,240,825,532
TraesCS5B03G1299700,462,502,720,112,392,868,2,0,531,554,710,373
TraesCS5B03G1332700,277,336,207,132,117,250,340,543,146,430,257,823
TraesCS5B03G1332800,73,45,179,29,27,65,118,198,89,53,143,119
TraesCS5B03G1332900,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS5B03G1333000,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS5B03G1334200,64,120,384,52,46,127,51,40,192,124,240,262
TraesCS5B03G1334300,0,0,0,0,0,0,1,7,0,0,0,0
TraesCS5B03G1334700,120,96,90,31,67,134,231,397,76,73,114,182
TraesCS5B03G1335000,148,237,284,68,118,191,353,649,145,231,256,395
TraesCS5B03G1335100,13,7,18,6,11,17,95,131,3,21,18,79
TraesCS5B03G1335300,10,24,24,3,0,0,4,1,14,5,22,42
TraesCS5B03G1335600,133,230,613,188,126,239,86,92,230,172,458,482
TraesCS5B03G1335800,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS5B03G1352500,0,5,2,0,1,0,9,8,1,2,1,10
TraesCS5B03G1354700,0,0,0,0,0,0,4,1,0,0,0,0
TraesCS5B03G1355100,3,12,3,3,8,5,2,0,6,20,14,8
TraesCS5B03G1356200,51,47,377,36,79,205,80,142,245,104,230,221
TraesCS5B03G1361500,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5B03G1365000,9,15,5,1,1,4,2,1,14,5,9,2
TraesCS5B03G1368100,0,0,0,0,0,0,4,0,0,0,0,0
TraesCS5B03G1371300,0,0,0,0,0,0,5,1,0,0,0,0
TraesCS5B03G1372000,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS5B03G1372200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5B03G1372300,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS5B03G1372400,6,10,2,1,1,0,11,9,5,47,12,50
TraesCS5B03G1372900,0,0,0,0,0,0,6,0,0,0,0,0
TraesCS5B03G1374100,187,321,311,209,211,199,4,4,128,443,198,282
TraesCS5B03G1374600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5B03G1376000,0,0,0,0,0,0,5,3,2,0,0,5
TraesCS5B03G1376100,0,0,0,0,0,0,7,5,0,0,0,12
TraesCS5B03G1376300,0,0,109,0,0,19,157,209,13,45,248,1193
TraesCS5B03G1377100,0,0,0,0,0,0,0,0,0,0,2,0
TraesCS5B03G1377300,1189,1068,1718,590,693,738,223,312,914,1623,1765,1606
TraesCS5B03G1377500,1,0,3,1,1,0,4,3,1,0,0,2
TraesCS5B03G1379100,2,0,2,0,0,0,1,0,0,0,1,0
TraesCS5D03G0002300,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS5D03G0026800,0,0,0,0,0,5,8,2,0,0,0,15
TraesCS5D03G0027100,0,0,0,0,0,0,7,10,0,0,0,0
TraesCS5D03G0027200,1961,3782,3882,1738,1976,2074,2072,2399,2073,5287,3306,5573
TraesCS5D03G0048200,1085,1030,4446,501,155,1400,2,5,2174,1111,3067,1079
TraesCS5D03G0065700,2,0,3,1,4,1,39,67,1,1,3,6
TraesCS5D03G0076800,240,332,674,189,206,308,316,477,476,335,700,626
TraesCS5D03G0080200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D03G0080300,267,283,279,275,598,310,52,56,194,950,330,608
TraesCS5D03G0080700,0,0,0,0,0,0,7,1,0,0,0,0
TraesCS5D03G0084100,127,82,244,101,135,113,95,157,115,93,242,291
TraesCS5D03G0093800,2,0,17,69,22,16,3,1,5,47,29,224
TraesCS5D03G0094700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D03G0103600,27,37,123,20,29,30,81,136,52,59,80,103
TraesCS5D03G0111100,6,2,24,2,2,2,5,5,19,2,10,3
TraesCS5D03G0111700,113,120,416,90,92,177,5,18,221,144,298,169
TraesCS5D03G0195700,1925,4342,4540,900,1431,2658,296,785,3366,4847,5450,4006
TraesCS5D03G0200500,9,4,16,5,13,9,9,25,4,13,16,18
TraesCS5D03G0209500,6,13,10,5,2,2,0,0,3,2,19,3
TraesCS5D03G0210600,81,26,54,26,80,172,92,164,42,52,56,108
TraesCS5D03G0233700,79,43,235,20,8,42,8,19,143,44,172,55
TraesCS5D03G0234200,4,1,17,0,3,6,12,33,6,3,6,12
TraesCS5D03G0234300,180,229,284,117,306,463,201,311,104,217,248,418
TraesCS5D03G0442100,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS5D03G0442200,46,94,290,40,15,55,13,47,136,74,197,102
TraesCS5D03G0451300,145,226,389,69,129,228,190,334,213,217,339,322
TraesCS5D03G0451700,181,316,532,149,144,363,353,731,285,298,439,571
TraesCS5D03G0471300,0,0,0,2,3,0,23,10,0,0,0,1
TraesCS5D03G0549800,2,20,26,25,62,104,14,25,9,32,10,79
TraesCS5D03G0610400,3,0,0,0,0,0,46,76,1,0,5,15
TraesCS5D03G0616000,14,28,34,11,44,19,21,25,12,83,24,37
TraesCS5D03G0684100,222,313,446,173,240,158,2,1,197,301,378,279
TraesCS5D03G0689300,0,2,0,1,1,0,0,0,0,1,0,0
TraesCS5D03G0705700,38,22,155,106,314,223,68,75,34,161,86,415
TraesCS5D03G0706000,0,0,3,0,0,0,4,2,0,0,1,9
TraesCS5D03G0708000,20,23,72,12,8,20,34,34,49,25,49,41
TraesCS5D03G0713500,3,0,7,0,0,17,17,20,4,3,5,1
TraesCS5D03G0735800,0,0,0,0,0,0,17,41,0,0,0,4
TraesCS5D03G0736000,0,0,0,0,0,0,10,2,0,0,0,0
TraesCS5D03G0746000,85,91,204,60,55,115,158,324,91,119,145,222
TraesCS5D03G0746100,11,24,31,10,33,16,176,460,15,54,11,147
TraesCS5D03G0773100,0,0,0,0,0,0,1,0,0,0,0,11
TraesCS5D03G0790400,220,185,372,112,115,350,209,455,227,260,420,375
TraesCS5D03G0790600,288,473,834,204,247,344,372,630,449,436,645,780
TraesCS5D03G0811600,0,0,2,1,0,0,1,0,1,0,1,0
TraesCS5D03G0824000,0,0,0,0,0,0,4,0,0,0,0,0
TraesCS5D03G0872200,84,71,392,112,56,103,102,99,208,91,210,161
TraesCS5D03G0888500,48,63,166,33,19,61,148,253,83,78,150,172
TraesCS5D03G0902500,0,0,1,0,0,0,27,36,1,2,0,19
TraesCS5D03G0923700,6,11,83,25,3,16,5,6,80,12,35,28
TraesCS5D03G0924400,2,4,5,0,2,2,3,5,2,3,5,2
TraesCS5D03G0930000,9,6,20,22,31,2,9,10,5,43,20,60
TraesCS5D03G0945200,143,141,120,114,97,46,972,1947,163,152,189,684
TraesCS5D03G0945400,31,17,36,14,31,60,248,351,29,24,35,63
TraesCS5D03G0983500,28,18,191,36,13,49,12,25,121,99,154,101
TraesCS5D03G0994400,861,1855,1508,971,859,768,3,9,798,1873,1059,1846
TraesCS5D03G1079300,0,0,0,0,0,0,1,1,0,1,1,0
TraesCS5D03G1079700,76,96,139,16,35,83,36,92,63,94,131,160
TraesCS5D03G1079800,17,43,66,23,26,90,157,344,34,57,47,113
TraesCS5D03G1082800,295,361,493,175,247,184,2,1,282,597,354,274
TraesCS5D03G1083500,332,537,590,312,221,219,25,35,386,862,582,559
TraesCS5D03G1083600,99,146,226,55,98,300,438,881,116,136,150,570
TraesCS5D03G1083800,144,231,215,56,109,275,79,152,99,203,237,272
TraesCS5D03G1083900,123,158,239,72,86,129,59,100,133,163,243,259
TraesCS5D03G1093800,0,0,1,0,0,0,1,0,1,6,0,9
TraesCS5D03G1094000,1,0,0,0,0,0,30,19,0,1,0,0
TraesCS5D03G1094200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D03G1139800,97,173,173,57,54,123,82,142,114,96,204,280
TraesCS5D03G1140200,59,55,144,23,25,82,170,326,63,88,121,121
TraesCS5D03G1162000,359,1479,845,653,1264,1936,3,3,452,1706,661,1348
TraesCS5D03G1178300,3,9,3,0,0,0,8,18,4,9,1,5
TraesCS5D03G1183500,0,0,0,0,0,0,0,2,0,0,0,0
TraesCS5D03G1187200,82,98,216,36,68,83,198,272,134,98,159,194
TraesCS5D03G1188100,109,152,206,75,92,128,305,601,121,274,227,311
TraesCS5D03G1191200,0,0,0,0,1,0,2,0,0,0,0,2
TraesCS5D03G1192900,36,73,270,54,45,72,21,33,107,162,128,276
TraesCS5D03G1193200,0,3,1,0,0,0,4,5,0,0,1,0
TraesCS5D03G1194800,0,0,0,0,0,0,0,2,0,0,0,0
TraesCS5D03G1195600,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS5D03G1195700,40,52,38,29,28,89,180,224,23,91,59,517
TraesCS5D03G1195800,0,0,0,0,0,0,0,0,1,0,2,0
TraesCS5D03G1196200,31,34,68,16,81,137,225,452,54,37,92,138
TraesCS5D03G1196300,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS5D03G1198800,246,332,421,161,150,175,63,80,253,386,409,383
TraesCS5D03G1200500,98,105,407,238,97,238,17,7,197,312,335,533
TraesCS5D03G1200700,131,329,958,412,130,307,16,11,532,552,827,543
TraesCS5D03G1210600,1,0,6,0,0,17,3,2,4,0,2,2
TraesCS5D03G1210900,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D03G1219500,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS5D03G1220000,0,0,0,1,1,0,1,1,0,0,0,5
TraesCS5D03G1225900,5,0,11,2,4,5,35,66,6,5,14,27
TraesCS5D03G1226100,84,111,162,66,107,253,245,413,88,174,130,198
TraesCS5D03G1226800,18,11,56,14,15,36,211,484,23,23,48,211
TraesCS5D03G1229000,211,171,268,70,50,187,320,706,155,183,249,359
TraesCS5D03G1229300,101,103,62,8,7,38,134,273,54,14,33,52
TraesCS5D03G1232100,14,3,26,3,16,35,12,30,15,3,33,22
TraesCS5D03G1233100,461,543,1054,190,205,377,527,848,615,568,1047,814
TraesCS5D03G1233300,17,2,15,4,1,0,15,31,21,1,34,13
TraesCS5D03G1233400,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS6A03G0014100,0,0,0,1,0,0,4,18,0,3,3,6
TraesCS6A03G0014200,0,0,0,0,0,0,4,5,1,0,1,8
TraesCS6A03G0019000,9,31,4,5,4,25,525,311,5,6,2,141
TraesCS6A03G0019100,1,26,5,2,3,15,356,192,2,3,0,98
TraesCS6A03G0019400,30,9,16,4,15,29,639,493,14,25,6,123
TraesCS6A03G0019500,0,0,0,0,0,0,27,3,0,0,0,5
TraesCS6A03G0020200,0,0,0,0,0,0,6,1,0,1,0,0
TraesCS6A03G0020600,1,0,1,0,1,6,90,67,1,0,0,32
TraesCS6A03G0021200,67,201,75,23,37,41,302,335,33,69,55,152
TraesCS6A03G0021400,0,0,4,0,0,0,4,1,0,1,1,0
